DR3Name;RAdeg;DEdeg;SolID;Source;RandomI;e_RAdeg;e_DEdeg;Plx;e_Plx;RPlx;PM;pmRA;e_pmRA;pmDE;e_pmDE;RADEcor;RAPlxcor;RApmRAcor;RApmDEcor;DEPlxcor;DEpmRAcor;DEpmDEcor;PlxpmRAcor;PlxpmDEcor;pmRApmDEcor;NAL;NAC;NgAL;NbAL;gofAL;chi2AL;epsi;sepsi;Solved;APF;nueff;pscol;e_pscol;RApscolCorr;DEpscolCorr;PlxpscolCorr;pmRApscolCorr;pmDEpscolCorr;MatchObsA;Nper;amax;MatchObs;NewMatchObs;MatchObsrm;IPDgofha;IPDgofhp;IPDfmp;IPDfow;RUWE;SDSk1;SDSk2;SDSk3;SDSk4;SDMk1;SDMk2;SDMk3;SDMk4;Dup;o_Gmag;FG;e_FG;RFG;Gmag;e_Gmag;o_BPmag;FBP;e_FBP;RFBP;BPmag;e_BPmag;o_RPmag;FRP;e_FRP;RFRP;RPmag;e_RPmag;E(BP/RP);NBPcont;NBPblend;NRPcont;NRPblend;Mode;BP-RP;BP-G;G-RP;RV;e_RV;n_RV;o_RV;o_RVd;RVNper;RVS/N;RVgof;RVchi2;RVTdur;RVamp;RVtempTeff;RVtemplogg;RVtemp[Fe/H];Vatmparam;Vbroad;e_Vbroad;o_Vbroad;GRVSmag;e_GRVSmag;o_GRVSmag;RVSS/N;VarFlag;GLON;GLAT;ELON;ELAT;QSO?;Gal?;NSS?;XPcont?;XPsamp?;RVS?;EpochPh?;EpochRV?;MCMCGSP?;MCMCMSC?;And?;PQSO;PGal;PSS;Teff;b_Teff;B_Teff;logg;b_logg;B_logg;[Fe/H];b_[Fe/H];B_[Fe/H];Dist;b_Dist;B_Dist;A0;b_A0;B_A0;AG;b_AG;B_AG;E(BP-RP);b_E(BP-RP);B_E(BP-RP);Lib;HIP;dHIP;nHIP;f_HIP;PS1coid;PS1;dPS1;nPS1;mPS1;f_PS1;SDSS13coid;SDSS13;dSDSS13;nSDSS13;mSDSS13;f_SDSS13;SKYM2;dSKYM2;nSKYM2;mSKYM2;f_SKYM2;TYC2;dTYC2;f_TYC2;TYC2moid;nTYC2;URAT1;dURAT1;f_URAT1;URAT1oid;nURAT1;mURAT1;AllWISE;dAllWISE;f_AllWISE;AllWISEoid;nAllWISE;mAllWISE;APASS9coid;APASS9;dAPASS9;nAPASS9;mAPASS9;f_APASS9;GSC23;dGSC23;f_GSC23;GSC23coid;nGSC23;mGSC23;RAVE5;dRAVE5;f_RAVE5;RAVE5coid;nRAVE5;2MASS;d2MASS;f_2MASS;2MASScoid;n2MASS;m2MASS;RAVE6;dRAVE6;f_RAVE6;RAVE6oid;nRAVE6;RAJ2000;DEJ2000;e_RAJ2000;e_DEJ2000;RADEcorJ2000
Gaia DR3 604970921309068544;132.70170447577;11.99634938385;1636148068921376768;604970921309068544;211352287;0.0284;0.0150;1.1409;0.0337;33.8052;11.018;-10.620;0.034;-2.936;0.026;-0.3087;-0.3317;-0.1064;0.1606;0.0894;0.0926;-0.0453;0.2832;-0.2025;-0.2523;409;0;409;0;1.9308;4.7933e+02;0.060;8.5619e-01;31;0;1.504;;;;;;;;47;18;0.049489;49;9;0;4.878e-02;2.032e+01;0;0;1.068;3.835e-01;5.733e-01;1.961e-01;2.045e-01;-157.759;12.621;-45.596;-14.343;0;418;15393.54736;3.64219e+00;4.22645e+03;15.219020;0.002767;48;7.46720e+03;1.54384e+01;4.83678e+02;15.655648;0.003581;45;1.13286e+04;1.27083e+01;8.91432e+02;14.612453;0.003971;1.221;0;0;0;0;0;1.043196;0.436628;0.606567;;;;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;215.42655388959;31.86866617863;131.78983169532;-5.46523868616;0;0;0;1;0;0;0;0;1;1;0;0.000000;0.000000;0.999938;5137.1;5117.4;5156.2;4.4570;4.4423;4.4713;-0.3122;-0.3337;-0.2901;850.5380;831.1189;872.8530;0.1321;0.1161;0.1471;0.1067;0.0938;0.1189;0.0570;0.0500;0.0635;MARCS;;;;;1229958401;122391327017226143;0.018277;1;0;8;173263259;1237671262809096401;0.079174;1;0;8;;;;;;;;;;;URAT1-510152938;0.063399;40;65087289;1;0;J085048.41+115946.8;0.020523;8;455913337;1;0;38591748;5189245;1.735463;1;0;8;N8X7000032;0.204944;8;622110729;1;0;;;;;;08504842+1159469;0.042153;8;329287323;1;0;;;;;;132.70175272843;11.99636243058;0.542705;0.420278;-0.2622
Gaia DR3 604969718719901696;132.73772546670;11.94741396335;1636148068921376768;604969718719901696;1458322270;0.0221;0.0129;1.1389;0.0263;43.3142;11.070;-10.691;0.026;-2.870;0.021;-0.3293;-0.2554;-0.0589;0.1181;0.0639;0.0733;-0.0707;0.2523;-0.2357;-0.2531;396;0;394;2;-1.3000;3.6976e+02;0.000;0.0000e+00;95;0;;1.5233;0.0049;-0.047;-0.101;-0.084;-0.111;0.159;45;18;0.038673;48;48;0;5.066e-02;1.577e+01;0;0;0.953;3.086e-01;5.377e-01;1.698e-01;1.990e-01;-156.044;15.482;-42.758;-20.236;0;408;23048.76545;7.13466e+00;3.23054e+03;14.780747;0.002776;43;1.18283e+04;1.74373e+01;6.78335e+02;15.156235;0.003217;42;1.59874e+04;1.55709e+01;1.02675e+03;14.238452;0.003925;1.207;0;0;0;0;0;0.917783;0.375487;0.542295;38.00;5.63;2;20;5;12;3.7718e+00;;;870.954;;5500.0;4.0;0.00;222;;;;13.990594;0.175960;16;;NOT_AVAILABLE;215.49623328825;31.88028533367;131.83723287588;-5.50278875001;0;0;0;0;0;0;0;0;1;1;0;0.000000;0.000000;0.999848;5501.1;5474.1;5566.3;4.4532;4.3992;4.4779;-0.0873;-0.1211;0.0011;817.3851;790.7849;904.8123;0.1056;0.0884;0.1488;0.0872;0.0730;0.1230;0.0465;0.0389;0.0656;MARCS;;;;;1228812809;122331327377377419;0.031489;1;0;40;172903848;1237671125370339764;0.046151;1;0;40;;;;;;;;;;;URAT1-510152984;0.053649;40;64920623;1;0;J085057.06+115650.7;0.029374;8;455626928;1;0;38570590;5189230;0.047685;1;0;8;N8X7000045;0.291633;8;621775908;1;0;;;;;;08505706+1156507;0.021945;8;329131525;1;0;;;;;;132.73777403616;11.94742671796;0.423935;0.336910;-0.2607
Gaia DR3 604971367985645184;132.78309377063;11.98147888176;1636148068921376768;604971367985645184;246206685;0.0214;0.0118;1.1358;0.0255;44.5670;11.617;-11.283;0.024;-2.766;0.019;-0.2717;-0.3494;-0.0156;0.1417;0.0917;0.0557;0.0305;0.2581;-0.2446;-0.2619;397;0;394;3;1.8040;4.5240e+02;0.050;9.8930e-01;31;0;1.541;;;;;;;;45;18;0.035560;46;9;0;5.868e-02;1.719e+01;0;0;1.064;4.757e-01;5.203e-01;2.157e-01;2.746e-01;-161.006;12.561;-47.385;-19.960;0;401;27911.03909;5.71007e+00;4.88804e+03;14.572927;0.002764;44;1.45780e+04;1.88125e+01;7.74913e+02;14.929296;0.003122;44;1.90461e+04;1.94406e+01;9.79709e+02;14.048380;0.003939;1.205;0;0;0;2;0;0.880916;0.356369;0.524547;31.18;7.46;2;23;6;14;6.2733e+00;;;870.880;;5750.0;4.0;0.00;222;;;;13.681085;0.057881;20;;NOT_AVAILABLE;215.48157172718;31.93483199114;131.87086273286;-5.45796024427;0;0;0;0;0;0;0;0;1;1;0;0.000000;0.000000;0.999726;5600.7;5564.6;5681.4;4.4088;4.3306;4.4460;-0.1081;-0.1504;0.0117;821.8748;774.1556;961.7059;0.1006;0.0774;0.1512;0.0836;0.0642;0.1258;0.0447;0.0343;0.0673;MARCS;;;;;1229610798;122371327831378280;0.029979;1;0;40;173153205;1237671125370339868;0.056137;1;0;40;;;;;;;;;;;URAT1-510153055;0.049489;40;65036385;1;0;J085107.94+115853.3;0.017036;8;455825962;1;0;38585130;5189260;0.144291;1;0;8;N8X7000569;0.393039;8;622008821;1;0;;;;;;08510795+1158533;0.013198;8;329239899;1;0;;;;;;132.78314503266;11.98149117623;0.386752;0.309418;-0.2719
Gaia DR3 604971161827216640;132.78684197557;11.96490379231;1636148068921376768;604971161827216640;1445950046;0.0392;0.0236;1.1477;0.0464;24.7458;11.523;-11.139;0.047;-2.949;0.038;-0.2833;-0.2298;0.0461;0.0532;0.1049;0.0213;0.0582;0.2427;-0.1812;-0.2424;393;0;393;0;35.3811;2.4714e+03;0.343;6.7362e+01;31;0;1.565;;;;;;;;45;18;0.068123;47;9;0;5.485e-02;1.431e+01;0;0;2.508;3.975e-01;5.033e-01;1.824e-01;2.895e-01;-162.971;14.444;-51.673;-23.557;0;408;43670.13937;1.27048e+01;3.43729e+03;14.086905;0.002773;44;2.38268e+04;2.50794e+01;9.50057e+02;14.395877;0.003015;40;2.82911e+04;2.59962e+01;1.08828e+03;13.618773;0.003909;1.193;0;0;0;2;0;0.777104;0.308971;0.468133;36.66;3.73;2;22;3;14;7.2579e+00;;;902.362;;5750.0;4.5;0.00;111;;;;13.423205;0.038522;20;;VARIABLE;215.50112465056;31.93125149955;131.87892728074;-5.47291788650;0;0;1;0;0;0;1;0;1;1;0;0.000000;0.000000;0.999697;5886.4;5856.0;5908.0;4.5593;4.5223;4.5701;-0.2264;-0.2553;-0.2058;662.2723;649.2914;678.1594;0.0686;0.0518;0.0806;0.0580;0.0438;0.0682;0.0312;0.0235;0.0367;MARCS;;;;;1229222843;122351327868888388;0.031269;1;0;40;173031611;1237671125370339858;0.059972;1;0;40;;;;;;;;;;;URAT1-510153066;0.048802;40;64979941;1;0;J085108.84+115753.6;0.057148;8;455729074;1;0;38578097;5189250;0.242932;1;0;8;N8X7000578;0.214431;8;621895130;1;0;J085108.9+115754;0.061923;8;451711;1;08510885+1157537;0.033202;8;329187308;1;0;20120413_0850p11_027;0.061923;8;451599;1;132.78689258116;11.96491690063;0.747749;0.601189;-0.2472
Gaia DR3 604971844726417536;132.85040703900;12.02516441850;1636148068921376768;604971844726417536;574194325;0.0281;0.0161;1.3307;0.0344;38.6681;12.054;-11.612;0.034;-3.233;0.026;-0.2681;-0.3068;-0.0282;0.2626;0.0870;0.1310;-0.0799;0.3133;-0.3860;-0.2017;408;0;406;2;10.5710;8.0467e+02;0.166;9.5852e+00;31;0;1.513;;;;;;;;47;19;0.049374;49;10;0;3.326e-02;1.692e+01;0;0;1.395;3.786e-01;5.008e-01;1.895e-01;2.885e-01;-159.712;13.849;-48.187;-23.526;0;422;22831.45594;2.05234e+01;1.11246e+03;14.791033;0.002923;45;1.12552e+04;3.61612e+01;3.11250e+02;15.210162;0.004467;48;1.67134e+04;5.34814e+01;3.12510e+02;14.190230;0.005134;1.225;0;1;0;1;0;1.019932;0.419129;0.600802;20.86;10.34;2;22;5;14;5.7140e+00;;;902.362;;5500.0;3.5;-0.25;222;;;;13.767296;0.065378;20;;NOT_AVAILABLE;215.46711303963;32.01289027084;131.92259817841;-5.39803593148;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999928;5004.2;4988.8;5019.9;4.3288;4.3081;4.3457;-1.3886;-1.4172;-1.3598;736.1127;718.8045;758.9690;0.0319;0.0190;0.0456;0.0258;0.0153;0.0369;0.0140;0.0083;0.0201;MARCS;;;;;1230628653;122431328504440685;0.031999;1;0;40;173475926;1237671125370405045;0.083911;1;0;40;;;;;;;;;;;URAT1-511152178;0.053658;40;65185024;1;0;J085124.10+120130.5;0.059866;8;456081617;1;0;38603868;5189261;0.219746;1;0;8;N8X7000552;0.383519;8;622306549;1;0;;;;;;08512410+1201305;0.132212;8;329377993;1;0;;;;;;132.85045980809;12.02517878665;0.540965;0.425469;-0.2194
Gaia DR3 604970990028536320;132.72505431774;12.01026187724;1636148068921376768;604970990028536320;668833097;0.0257;0.0140;1.1298;0.0306;36.9644;11.510;-11.121;0.030;-2.967;0.023;-0.2916;-0.3203;-0.0553;0.1267;0.0708;0.0596;0.0145;0.2932;-0.2053;-0.1933;395;0;394;1;-3.0034;3.2273e+02;0.000;0.0000e+00;31;0;1.514;;;;;;;;45;18;0.043913;46;8;0;4.455e-02;1.829e+01;0;0;0.893;3.517e-01;5.543e-01;1.688e-01;2.053e-01;-156.451;12.872;-44.181;-16.734;0;394;17599.71161;4.45937e+00;3.94668e+03;15.073603;0.002769;44;8.69865e+03;1.31124e+01;6.63391e+02;15.489912;0.003235;42;1.26423e+04;1.97640e+01;6.39664e+02;14.493331;0.004143;1.213;0;0;0;0;0;0.996581;0.416309;0.580272;;;;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;215.42286960758;31.89522562784;131.80812786737;-5.44565636239;0;0;0;1;0;0;0;0;0;1;0;0.000000;0.000000;0.999751;;;;;;;;;;;;;;;;;;;;;;;;;;;1230282670;122411327250932832;0.024709;1;0;40;173365742;1237671262809096500;0.092298;1;0;40;;;;;;;;;;;URAT1-511152070;0.053202;40;65134336;1;0;J085054.01+120036.9;0.090707;8;455994281;1;0;38597050;5189249;3.374458;1;1;8;N8X7000028;0.267887;8;622204651;1;0;;;;;;08505402+1200369;0.046289;8;329331161;1;0;;;;;;132.72510484952;12.01027506397;0.488795;0.375174;-0.2019
Gaia DR3 604971093107922432;132.80820865023;11.95949502312;1636148068921376768;604971093107922432;1785398773;0.0241;0.0143;1.0697;0.0282;37.9657;11.173;-10.760;0.031;-3.009;0.025;-0.2740;-0.1797;-0.0845;-0.0268;0.0604;-0.0344;0.0914;0.2147;-0.2510;-0.2405;371;0;370;1;-1.3653;3.4146e+02;0.000;0.0000e+00;31;0;1.522;;;;;;;;43;19;0.045149;45;8;0;7.643e-02;1.949e+01;0;0;0.949;3.634e-01;4.995e-01;2.288e-01;2.993e-01;-165.434;12.145;-54.747;-22.643;0;376;18513.10759;4.54708e+00;4.07143e+03;15.018668;0.002768;42;9.31232e+03;1.44446e+01;6.44694e+02;15.415897;0.003259;45;1.31054e+04;1.79975e+01;7.28180e+02;14.454268;0.004063;1.211;0;1;0;0;0;0.961630;0.397229;0.564401;;;;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;215.51719314579;31.94799191457;131.90061216060;-5.47244861363;0;0;0;1;0;0;0;0;1;1;0;0.000000;0.000000;0.999870;5360.6;5344.2;5377.3;4.4648;4.4500;4.4773;-0.1562;-0.1747;-0.1357;879.0660;860.1824;901.9537;0.1014;0.0908;0.1141;0.0832;0.0744;0.0935;0.0443;0.0396;0.0499;MARCS;;;;;1229096271;122351328082531892;0.031663;1;0;40;172991789;1237671125370339892;0.089488;1;0;40;;;;;;;;;;;URAT1-510153106;0.046434;40;64961527;1;0;J085113.97+115734.1;0.086961;8;455697577;1;0;38575765;5189254;0.237271;1;0;8;N8X7000580;0.264039;8;621858135;1;0;;;;;;08511398+1157342;0.015467;8;329170160;1;0;;;;;;132.80825753408;11.95950839653;0.498408;0.402589;-0.2378
Gaia DR3 604969168962428672;132.69523907876;11.89794833477;1636148068921376768;604969168962428672;929291048;0.0254;0.0144;1.0881;0.0299;36.3562;11.384;-11.009;0.030;-2.901;0.024;-0.3476;-0.3335;-0.1028;0.2315;0.1522;0.1648;-0.1475;0.2635;-0.1903;-0.2846;425;0;422;3;-0.9007;4.0665e+02;0.000;0.0000e+00;31;0;1.516;;;;;;;;49;18;0.044177;51;10;0;5.269e-02;1.659e+01;0;0;0.968;3.595e-01;5.400e-01;1.588e-01;2.124e-01;-160.152;15.220;-45.044;-20.860;0;437;16726.42768;4.07156e+00;4.10812e+03;15.128859;0.002768;44;8.30101e+03;1.16499e+01;7.12538e+02;15.540715;0.003179;44;1.19888e+04;1.33164e+01;9.00304e+02;14.550956;0.003967;1.213;0;20;0;21;0;0.989759;0.411857;0.577903;;;;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;215.52871945519;31.82186064292;131.81050561412;-5.56167162259;0;0;0;1;0;0;0;0;0;1;0;0.000000;0.000000;0.999848;;;;;;;;;;;;;;;;;;;;;;;;;;;1227650169;122271326952908045;0.028345;1;0;40;172541013;1237671125370339412;0.073560;1;0;40;;;;;;;;;;;URAT1-510152930;0.048429;40;64756402;1;0;J085046.86+115352.6;0.028405;8;455337439;1;0;38549280;5189219;0.013582;1;0;8;N8X7000066;0.260558;8;621441875;1;0;;;;;;08504686+1153526;0.032489;8;328974699;1;0;;;;;;132.69528907968;11.89796122830;0.476041;0.383823;-0.3000
Gaia DR3 604969546919528576;132.75663293034;11.93785830556;1636148068921376768;604969546919528576;902801600;0.0210;0.0125;1.1525;0.0251;45.8878;11.403;-10.995;0.025;-3.022;0.020;-0.3210;-0.2906;-0.0350;0.1042;0.1083;0.0560;-0.0047;0.2736;-0.2080;-0.2744;400;0;397;3;-0.2644;3.9605e+02;0.000;0.0000e+00;31;1;1.529;;;;;;;;45;18;0.036699;47;9;0;5.806e-02;1.492e+01;0;0;0.990;3.857e-01;5.069e-01;1.815e-01;2.687e-01;-161.454;15.561;-49.564;-23.759;0;413;23860.92047;5.17815e+00;4.60800e+03;14.743149;0.002765;44;1.21744e+04;2.20273e+01;5.52697e+02;15.124922;0.003412;41;1.66227e+04;1.39289e+01;1.19340e+03;14.196142;0.003887;1.207;0;1;0;1;0;0.928780;0.381773;0.547007;;;;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;215.51555205854;31.89310801489;131.85772404264;-5.50696855702;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999726;5471.2;5457.0;5485.0;4.4564;4.4434;4.4714;-0.0708;-0.0889;-0.0531;792.2941;778.6963;806.7926;0.1067;0.0969;0.1165;0.0880;0.0798;0.0961;0.0469;0.0425;0.0512;MARCS;;;;;1228588898;122321327566455950;0.013516;1;0;8;172834107;1237671125370339825;0.048842;1;0;40;;;;;;;;;;;URAT1-510153016;0.048805;40;64888601;1;0;J085101.60+115616.2;0.139398;8;455570897;1;0;38566274;5189224;1.505415;1;0;8;N8X7000052;0.326141;8;621711009;1;0;;;;;;08510160+1156163;0.012570;8;329101036;1;0;;;;;;132.75668287592;11.93787173826;0.398908;0.319592;-0.2816
Gaia DR3 604970852589594240;132.69981922942;11.98523328672;1636148068921376768;604970852589594240;471201567;0.0387;0.0208;1.3437;0.0458;29.3514;6.617;5.032;0.046;-4.296;0.036;-0.2800;-0.2934;-0.0868;0.1193;0.0716;0.0653;-0.0089;0.2704;-0.1841;-0.2457;401;0;400;1;19.5068;1.2739e+03;0.282;2.8443e+01;31;0;1.530;;;;;;;;46;18;0.067629;48;9;0;4.678e-02;1.995e+01;1;0;1.768;3.641e-01;5.668e-01;1.790e-01;2.373e-01;-158.931;11.977;-47.925;-14.739;0;411;23597.89211;5.03936e+00;4.68272e+03;14.755184;0.002765;46;1.20566e+04;1.70225e+01;7.08276e+02;15.135480;0.003184;46;1.66118e+04;1.81033e+01;9.17610e+02;14.196856;0.003960;1.215;0;21;0;2;0;0.938623;0.380296;0.558328;;;;;;;;;;;;;;;;;;;;;;;NOT_AVAILABLE;215.43754603766;31.86235614835;131.79107465356;-5.47643857289;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999938;5225.3;5211.8;5250.8;4.3941;4.3846;4.3993;-1.3275;-1.3575;-1.2777;763.2781;754.4114;774.6420;0.0159;0.0048;0.0356;0.0130;0.0039;0.0292;0.0071;0.0021;0.0159;MARCS;;;;;1229698872;122381326998092807;0.012527;1;0;40;173181359;1237671125370339481;0.060217;1;0;40;;;;;;;;;;;URAT1-510152935;0.044216;40;65049526;1;0;J085047.95+115906.8;0.046314;8;455848226;1;0;38586655;5189244;1.288451;1;0;8;N8X7000037;0.246982;8;622035208;1;0;;;;;;08504795+1159069;0.004565;8;329252052;1;0;;;;;;132.69979636483;11.98525237916;0.744973;0.580157;-0.2531
Gaia DR3 604969924876649088;132.74305924095;11.97077596493;1636148068921376768;604969924876649088;1491687895;0.0179;0.0102;1.1244;0.0214;52.6057;10.834;-10.414;0.022;-2.987;0.017;-0.3127;-0.2749;-0.0649;0.0937;0.1020;0.0487;-0.0264;0.2498;-0.2216;-0.2382;425;9;425;0;-0.0360;4.2640e+02;0.000;0.0000e+00;31;1;1.552;;;;;;;;48;18;0.031406;50;9;0;5.046e-02;1.471e+01;0;0;0.998;;;;;;;;;0;437;34659.76906;5.93280e+00;5.84206e+03;14.337803;0.002762;48;1.84988e+04;1.78194e+01;1.03812e+03;14.670683;0.002980;47;2.30673e+04;1.78992e+01;1.28873e+03;13.840403;0.003872;1.199;0;0;0;1;0;0.830280;0.332880;0.497400;30.67;5.86;2;25;1;14;6.4881e+00;;;870.954;;5750.0;4.5;-0.25;111;;;;13.515999;0.096212;25;;NOT_AVAILABLE;215.47379115977;31.89477346009;131.83591332999;-5.47888717109;0;0;0;0;0;0;0;0;1;1;0;0.000000;0.000000;0.999877;5685.0;5675.6;5695.1;4.4031;4.3918;4.4131;-0.2599;-0.2712;-0.2486;762.5464;750.7287;775.9555;0.0644;0.0584;0.0708;0.0539;0.0488;0.0593;0.0289;0.0262;0.0319;MARCS;;;;;1229360712;122361327430995450;0.029008;1;0;40;173074867;1237671125370339816;0.045963;1;0;40;;;;;;;;;;;URAT1-510152993;0.049593;40;65000068;1;0;J085058.33+115814.6;0.140947;8;455763312;1;0;38580564;5189232;0.851720;1;0;8;N8X7000040;0.314675;8;621935837;1;0;;;;;;08505834+1158148;0.027358;8;329206032;1;0;;;;;;132.74310655610;11.97078923870;0.346501;0.272758;-0.2439
Gaia DR3 604971264906411904;132.84226760276;11.98586505452;1636148068921376768;604971264906411904;860782099;0.0143;0.0086;1.5198;0.0181;84.1341;24.116;-15.968;0.017;18.072;0.014;-0.3234;-0.2989;-0.1995;0.2258;0.1064;0.1370;-0.1440;0.3979;-0.3897;-0.2940;384;0;384;0;-1.7071;3.3468e+02;0.000;0.0000e+00;31;0;1.561;;;;;;;;44;19;0.026449;46;10;0;5.455e-02;1.610e+01;0;0;0.938;3.406e-01;4.902e-01;1.908e-01;2.951e-01;-159.233;13.978;-48.318;-24.205;0;402;65862.98947;1.11923e+01;5.88467e+03;13.640763;0.002761;44;3.57173e+04;1.89104e+01;1.88876e+03;13.956345;0.002849;44;4.31793e+04;2.50220e+01;1.72565e+03;13.159706;0.003831;1.198;0;0;0;0;0;0.796638;0.315581;0.481057;104.88;2.85;2;21;5;12;1.0455e+01;;;870.954;;5750.0;4.5;-0.50;101;;;;12.962429;0.048664;16;;NOT_AVAILABLE;215.50532361085;31.98927240602;131.92562810650;-5.43801999572;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999826;5686.1;5683.0;5691.4;4.3666;4.3583;4.3742;-0.5460;-0.5554;-0.5369;633.0970;624.7857;642.0665;0.0022;0.0005;0.0057;0.0019;0.0004;0.0048;0.0010;0.0002;0.0026;MARCS;;;;;1229713433;122381328423153483;0.060297;1;0;40;173185493;1237671125370405010;0.090357;1;0;40;;;;;;;;;;;URAT1-510153178;0.058224;40;65051633;1;0;J085122.15+115909.0;0.036270;8;455851816;1;0;;;;;;;N8X7000566;0.283820;8;622038650;1;0;;;;;;08512216+1159088;0.037596;8;329253663;1;0;;;;;;132.84234015263;11.98578473399;0.279741;0.218352;-0.3062
Gaia DR3 604971264906413440;132.83954768525;11.98465056195;1636148068921376768;604971264906413440;11576154;0.0271;0.0153;1.2914;0.0332;38.8610;11.529;-11.395;0.033;-1.758;0.026;-0.2601;-0.2998;-0.0500;0.2439;0.0752;0.1144;-0.0734;0.2596;-0.4064;-0.1339;401;0;400;1;22.9856;1.4704e+03;0.198;2.5019e+01;31;1;1.566;;;;;;;;46;19;0.047619;48;10;0;5.808e-02;1.626e+01;0;0;1.920;3.687e-01;5.063e-01;2.081e-01;2.733e-01;-160.077;13.180;-48.713;-22.550;0;414;48609.87831;9.83359e+00;4.94325e+03;13.970555;0.002764;46;2.65930e+04;1.87798e+01;1.41604e+03;14.276623;0.002894;45;3.14171e+04;1.92832e+01;1.62925e+03;13.504979;0.003838;1.193;0;0;0;1;0;0.771644;0.306067;0.465576;44.66;6.65;2;18;9;10;7.2629e+00;;;870.954;;6250.0;4.0;0.00;222;;;;13.270922;0.069595;10;;NOT_AVAILABLE;215.50531696049;31.98634770225;131.92338745296;-5.43991168847;0;0;1;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999790;5844.7;5826.8;5858.7;4.5528;4.5450;4.5618;-0.1564;-0.1762;-0.1398;637.8076;627.7554;647.1720;0.0215;0.0111;0.0298;0.0181;0.0093;0.0251;0.0097;0.0050;0.0135;MARCS;;;;;1229685225;122381328395862069;0.028426;1;0;40;173176877;1237671125370405011;0.077255;1;0;40;;;;;;;;;;;URAT1-510153166;0.053821;40;65047403;1;0;J085121.51+115904.7;0.295740;72;455844815;1;0;;;;;;;N8X7000567;0.242615;8;622031038;1;0;;;;;;08512150+1159048;0.052763;12;329250148;1;0;;;;;;132.83959945609;11.98465837345;0.534241;0.413863;-0.1500
Gaia DR3 604971196186944768;132.81347072544;11.97706799518;1636148068921376768;604971196186944768;1094425076;0.0149;0.0085;1.1852;0.0176;67.3489;16.158;-0.127;0.018;-16.157;0.014;-0.2430;-0.2450;-0.0654;0.0954;0.0801;0.0464;-0.0145;0.2569;-0.2455;-0.2431;394;0;393;1;-0.6288;3.7297e+02;0.000;0.0000e+00;31;0;1.588;;;;;;;;45;19;0.025733;47;9;0;8.309e-02;1.776e+01;0;0;0.977;3.899e-01;5.009e-01;2.073e-01;3.158e-01;-161.090;10.786;-50.230;-21.219;0;393;59629.48124;1.13920e+01;5.23431e+03;13.748714;0.002763;43;3.38941e+04;1.91966e+01;1.76563e+03;14.013231;0.002857;42;3.70752e+04;2.44326e+01;1.51745e+03;13.325187;0.003847;1.190;0;0;0;0;0;0.688045;0.264517;0.423528;2.37;4.09;2;18;2;12;8.7492e+00;;;902.362;;6250.0;4.5;-0.50;222;;;;13.024888;0.051057;17;;NOT_AVAILABLE;215.50090058909;31.96000068812;131.90079522011;-5.45413810126;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999875;6158.4;6140.7;6174.0;4.3131;4.2850;4.3268;-0.6262;-0.6456;-0.6113;834.2081;817.1863;868.7671;0.0607;0.0512;0.0685;0.0522;0.0440;0.0590;0.0283;0.0239;0.0320;MARCS;;;;;1229508313;122371328134963003;0.009367;1;0;8;173121191;1237671125370404972;0.072708;1;0;40;;;;;;;;;;;URAT1-510153115;0.051649;40;65021471;1;0;J085115.23+115837.5;0.066769;8;455800238;1;0;38583240;5189255;0.062265;1;0;8;N8X7000571;0.313163;8;621979401;1;0;;;;;;08511523+1158377;0.019145;8;329226250;1;0;;;;;;132.81347130038;11.97713980608;0.282906;0.223983;-0.2489
